Subject        Act	mean	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tBodyAcc-mad()-X	tBodyAcc-mad()-Y	tBodyAcc-mad()-Z	tBodyAcc-max()-X	tBodyAcc-max()-Y	tBodyAcc-max()-Z	tBodyAcc-min()-X	tBodyAcc-min()-Y	tBodyAcc-min()-Z	tBodyAcc-sma()	tBodyAcc-energy()-X	tBodyAcc-energy()-Y	tBodyAcc-energy()-Z	tBodyAcc-iqr()-X	tBodyAcc-iqr()-Y	tBodyAcc-iqr()-Z	tBodyAcc-entropy()-X	tBodyAcc-entropy()-Y	tBodyAcc-entropy()-Z	tBodyAcc-arCoeff()-X,1	tBodyAcc-arCoeff()-X,2	tBodyAcc-arCoeff()-X,3	tBodyAcc-arCoeff()-X,4	tBodyAcc-arCoeff()-Y,1	tBodyAcc-arCoeff()-Y,2	tBodyAcc-arCoeff()-Y,3	tBodyAcc-arCoeff()-Y,4	tBodyAcc-arCoeff()-Z,1	tBodyAcc-arCoeff()-Z,2	tBodyAcc-arCoeff()-Z,3	tBodyAcc-arCoeff()-Z,4	tBodyAcc-correlation()-X,Y	tBodyAcc-correlation()-X,Z	tBodyAcc-correlation()-Y,Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tGravityAcc-mad()-X	tGravityAcc-mad()-Y	tGravityAcc-mad()-Z	tGravityAcc-max()-X	tGravityAcc-max()-Y	tGravityAcc-max()-Z	tGravityAcc-min()-X	tGravityAcc-min()-Y	tGravityAcc-min()-Z	tGravityAcc-sma()	tGravityAcc-energy()-X	tGravityAcc-energy()-Y	tGravityAcc-energy()-Z	tGravityAcc-iqr()-X	tGravityAcc-iqr()-Y	tGravityAcc-iqr()-Z	tGravityAcc-entropy()-X	tGravityAcc-entropy()-Y	tGravityAcc-entropy()-Z	tGravityAcc-arCoeff()-X,1	tGravityAcc-arCoeff()-X,2	tGravityAcc-arCoeff()-X,3	tGravityAcc-arCoeff()-X,4	tGravityAcc-arCoeff()-Y,1	tGravityAcc-arCoeff()-Y,2	tGravityAcc-arCoeff()-Y,3	tGravityAcc-arCoeff()-Y,4	tGravityAcc-arCoeff()-Z,1	tGravityAcc-arCoeff()-Z,2	tGravityAcc-arCoeff()-Z,3	tGravityAcc-arCoeff()-Z,4	tGravityAcc-correlation()-X,Y	tGravityAcc-correlation()-X,Z	tGravityAcc-correlation()-Y,Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyAccJerk-mad()-X	tBodyAccJerk-mad()-Y	tBodyAccJerk-mad()-Z	tBodyAccJerk-max()-X	tBodyAccJerk-max()-Y	tBodyAccJerk-max()-Z	tBodyAccJerk-min()-X	tBodyAccJerk-min()-Y	tBodyAccJerk-min()-Z	tBodyAccJerk-sma()	tBodyAccJerk-energy()-X	tBodyAccJerk-energy()-Y	tBodyAccJerk-energy()-Z	tBodyAccJerk-iqr()-X	
47	8	WALKING_DOWNSTAIRS	47	0.27853812	-1.62E-02	-1.10E-01	-9.97E-01	-0.98297482	-0.99479797	-0.99694978	-0.98185178	-0.99345774	-0.9432431	-0.56678855	-0.82573272	0.8473295	0.68862147	0.84630959	-0.99362814	-0.99998027	-0.9998779	-0.9999176	-0.99697219	-0.97934131	-0.98890361	-0.66777064	-0.54961143	-0.63249215	0.22243952	0.07373902	-0.15933004	0.26568863	0.15828963	-0.080033696	0.16069144	-2.35E-01	0.41995117	-0.27526089	0.36773977	-0.2733398	-2.84E-01	0.10167474	-0.052470967	0.87478155	0.14485798	3.21E-01	-0.9977143	-0.98795319	-0.99730555	-0.9979398	-0.98776196	-0.99733369	0.80180866	0.11586273	0.30950697	0.8963139	1.65E-01	0.32193868	0.11148738	0.67258341	-0.94877602	-0.80386565	-0.9983976	-0.98798835	-0.99757904	-0.83012354	-0.63774569	-1	-0.28927242	0.31540433	-0.34202382	0.36922108	-0.28594459	0.21981483	-0.19912359	0.19929379	-0.39816454	0.4168477	-0.43531705	0.45102806	-0.93743229	-0.67729844	0.39294476	0.074515662	0.009269445	-1.03E-02	-0.99277413	-0.99043365	-0.99643207	-0.99209142	-9.89E-01	-0.9951338	-0.99321621	-0.99684083	-0.9964354	0.99321908	0.99093249	0.99478	-0.99435586	-0.99992472	-0.99986234	-0.9999408	-0.98908257
48	8	WALKING_UPSTAIRS	48	0.27746121	-1.75E-02	-1.06E-01	-9.96E-01	-0.98467312	-0.99068266	-0.99673775	-0.98315067	-0.98933801	-0.93857257	-0.56951477	-0.82043241	0.84666751	0.68862147	0.84630959	-0.9930175	-0.99997876	-0.99989631	-0.9998289	-0.99674188	-0.98414295	-0.98714709	-0.67587898	-0.62023971	-0.5225168	0.2044871	0.055450248	-0.089250166	0.1026748	0.15262139	-0.077762311	0.21089192	-2.84E-01	0.33169116	-0.18530893	0.10271033	0.006081292	-1.92E-01	-0.26627541	0.2049001	0.87474639	0.14560336	3.20E-01	-0.9984551	-0.9931154	-0.9960581	-0.9983953	-0.99274591	-0.99611677	0.80079378	0.11586273	0.31047821	0.8963139	1.68E-01	0.3219711	0.11303704	0.67249612	-0.94831321	-0.80405487	-0.9981838	-0.99202692	-0.99610152	-1	-0.72571308	-1	-0.16672522	0.17984323	-0.19277661	0.20561324	-0.16087065	0.083256247	-0.05847535	0.057626112	-0.36212949	0.37635859	-0.39043582	0.40191318	-0.87399669	-0.55413756	0.086551571	0.07818778	0.009018933	1.29E-02	-0.99276362	-0.989421	-0.99458711	-0.99297903	-9.88E-01	-0.9934146	-0.99114555	-0.99684083	-0.9925797	0.98866518	0.99093249	0.9883325	-0.99377644	-0.99992456	-0.99984246	-0.9999052	-0.99088878
49	9	LAYING	49	0.27394057	-1.31E-02	-1.05E-01	-9.96E-01	-0.98801293	-0.98842553	-0.99654303	-0.98673408	-0.98773683	-0.93857257	-0.56951477	-0.82043241	0.84666751	0.69277077	0.84349892	-0.99180241	-0.99997167	-0.99989799	-0.999769	-0.99691383	-0.98715864	-0.98618257	-0.73378659	-0.51639401	-0.50784884	0.24561321	-0.11275052	0.25489082	-0.29252178	0.031403406	0.045046365	-0.008690351	-6.20E-02	0.12976792	-0.007632316	-0.10139551	0.20843248	-2.89E-01	-0.20605938	-0.17358214	0.8742316	0.14572717	3.22E-01	-0.9956679	-0.99051998	-0.99017271	-0.9956591	-0.99086978	-0.98962588	0.80079378	0.11802751	0.3119598	0.89443607	1.68E-01	0.3219711	0.11570349	0.67122109	-0.94823201	-0.80250101	-0.9956961	-0.99157513	-0.98850432	-1	-0.60802128	-0.71665292	-0.23832122	0.24958371	-0.26097663	0.27260833	-0.092961733	0.003779329	0.028159998	-0.033660196	-0.36017673	0.36960837	-0.37870742	0.38506266	-0.95427973	-0.83527322	0.65432942	0.078228258	0.005420173	1.36E-03	-0.99265114	-0.99365524	-0.99346867	-0.99329936	-9.92E-01	-0.9940206	-0.99114555	-0.99845599	-0.9925797	0.98866518	0.99449501	0.9848264	-0.99528042	-0.99992298	-0.99991874	-0.9998824	-0.9922483
50	9	SITTING	50	0.27930326	-2.05E-02	-1.13E-01	-9.96E-01	-0.98070075	-0.99340381	-0.99610117	-0.97956875	-0.99291311	-0.94068373	-0.57081047	-0.82461209	0.84982947	0.68652617	0.84349892	-0.99130428	-0.99997343	-0.99983455	-0.9998572	-0.99620323	-0.98164378	-0.99382867	-0.6153181	-0.64253876	-0.72947549	0.29598511	-0.1937801	0.22813998	-0.1268257	0.12894347	-0.037480695	0.068094598	-1.84E-01	0.12095739	0.001999369	-0.015995309	-0.015352656	-5.24E-01	-0.26334368	0.078122989	0.87324201	0.14758583	3.22E-01	-0.9969555	-0.99150766	-0.99457185	-0.996903	-0.99145343	-0.99496376	0.80001788	0.11814495	0.3119598	0.89441143	1.69E-01	0.32277681	0.12073486	0.66876946	-0.94705191	-0.80162052	-0.996713	-0.99132397	-0.99568307	-1	-0.65902286	-0.71665292	-0.28624944	0.29321832	-0.30028301	0.30756559	-0.18801906	0.10782532	-0.078919954	0.073757458	-0.40993323	0.42175286	-0.43329864	0.44205682	-0.98835405	-0.26488255	0.15332044	0.073647802	0.00838417	-5.08E-03	-0.99396693	-0.99196458	-0.99592536	-0.99401768	-9.90E-01	-0.9958651	-0.99622679	-0.99648172	-0.9962931	0.98891795	0.99449501	0.9848264	-0.99566147	-0.99994071	-0.99989045	-0.9999315	-0.99274885
51	9	STANDING	51	0.2790872	-1.91E-02	-1.06E-01	-9.96E-01	-0.97896723	-0.99139401	-0.99610425	-0.976663	-0.99058829	-0.94068373	-0.56690544	-0.81936247	0.84407243	0.68652617	0.84576881	-0.99081106	-0.99997256	-0.99982842	-0.9998418	-0.99617222	-0.97738688	-0.98900344	-0.60780508	-0.57518399	-0.51623526	0.29859239	-0.13916089	0.13587269	0.013412649	0.28571763	-0.21614371	0.35218659	-4.93E-01	0.57483179	-0.36251814	0.41631296	-0.54026901	-4.48E-01	-0.35185773	0.63379014	0.87410872	0.1456773	3.21E-01	-0.9950862	-0.98598512	-0.99373603	-0.9948941	-0.98530425	-0.99361635	0.80081269	0.11814495	0.31101375	0.89441143	1.67E-01	0.32198032	0.113311	0.67091688	-0.94825608	-0.80344784	-0.9944206	-0.98396336	-0.99318436	-1	-0.56986665	-1	-0.32427907	0.33456158	-0.34489949	0.3554103	-0.005762273	-0.092335612	0.12786813	-0.13457628	-0.14664073	0.147497	-0.14800109	0.14617285	-0.99700436	-0.86155132	0.87716731	0.06886822	0.020224021	6.91E-03	-0.99309444	-0.99078442	-0.99439585	-0.993186	-9.89E-01	-0.9927711	-0.99360989	-0.99648172	-0.9952754	0.98891795	0.99597363	0.992462	-0.9937356	-0.999929	-0.99986874	-0.9999016	-0.99208064
52	9	WALKING	52	0.40347433	-1.51E-02	-1.18E-01	-9.15E-01	-0.89523112	-0.89174811	-0.91769589	-0.92462354	-0.90589478	-0.78510398	-0.41029166	-0.80040629	0.84158614	0.64041374	0.75883118	-0.90489549	-0.99283717	-0.9975081	-0.9932045	-0.92019919	-0.97295846	-0.95459639	0.58372185	-0.40393562	-0.26879026	-0.36392044	0.31702951	-0.25131373	0.0431808	-0.10024413	0.20727159	-0.066508561	1.23E-01	-0.033834846	-0.031770773	-0.028778928	0.012814629	4.93E-01	-0.59333676	-0.61831977	-0.25504375	0.77465873	5.90E-01	-0.7837423	-0.98892557	-0.89538076	-0.7796283	-0.98909036	-0.90552739	-0.27190525	0.72922751	0.61912072	-0.28910234	7.87E-01	0.57843842	0.36861856	-0.95357982	0.21233212	-0.32464753	-0.7675071	-0.98982502	-0.93827282	0.33436646	-0.60580372	-0.007340266	-0.85456849	0.85469944	-0.85449568	0.85414262	-0.18704589	0.13531286	-0.13588974	0.15887412	-0.83227595	0.83106826	-0.82936033	0.82400843	0.7134401	-0.83320475	-0.89854355	0.023446864	0.000813339	5.28E-02	-0.94745338	-0.89722597	-0.97816837	-0.96270119	-9.31E-01	-0.9786286	-0.92793835	-0.89053807	-0.9733705	0.93967045	0.87676836	0.963857	-0.95936643	-0.99826328	-0.99377733	-0.9994384	-0.9780988
53	9	WALKING_DOWNSTAIRS	53	0.27837321	-2.06E-02	-9.68E-02	-9.85E-01	-0.99111837	-0.98211178	-0.98798454	-0.99036228	-0.98218934	-0.92005119	-0.57382687	-0.80040629	0.84158614	0.69019753	0.84273468	-0.98660376	-0.99982145	-0.99992981	-0.9994139	-0.99110849	-0.98959812	-0.98187425	-0.44546439	-0.7980912	-0.29950515	0.002718461	-0.052910795	0.019408991	-0.044117436	0.25284448	-0.19533685	0.33758976	-1.43E-01	0.17902788	-0.069616836	-0.03307527	-0.093548708	-3.88E-01	0.59620994	-0.47637782	-0.21014776	0.7739047	5.85E-01	-0.9603428	-0.98897778	-0.96530301	-0.968385	-0.98870172	-0.96464242	-0.27190525	0.72922751	0.57656471	-0.19419584	7.87E-01	0.57843842	0.44045993	-0.93565059	0.21002685	-0.33579838	-0.9834011	-0.98821667	-0.96414572	-0.35760208	-0.59323175	-0.33793093	-0.96609175	0.9671714	-0.96787663	0.96840111	-0.33943902	0.28103642	-0.26460546	0.26718126	-0.80863141	0.81237378	-0.81558232	0.81511595	-0.62610554	0.67923945	-0.99606818	0.067178002	0.015637893	-1.62E-02	-0.9928808	-0.98943383	-0.99164836	-0.99230099	-9.88E-01	-0.9914639	-0.99439487	-0.9915342	-0.9900909	0.98944434	0.99322845	0.9859442	-0.99274964	-0.99992597	-0.99984266	-0.9998418	-0.98873445
54	9	WALKING_UPSTAIRS	54	0.27655526	-1.79E-02	-1.08E-01	-9.94E-01	-0.99637166	-0.99561514	-0.99490115	-0.99635992	-0.99662796	-0.94016395	-0.57382687	-0.82017394	0.84423691	0.69242714	0.84273468	-0.99754678	-0.99995847	-0.99998263	-0.9999351	-0.99512477	-0.99615625	-0.99680981	-0.61639425	-0.78410799	-0.61369306	0.10942562	-0.049453623	-0.18783283	0.3886186	0.45036478	-0.11638396	0.21295382	3.32E-01	0.50331637	-0.19078605	0.15911675	0.24224213	-1.99E-01	0.025079885	-0.23330795	-0.20876483	0.77171208	5.90E-01	-0.9887928	-0.99756896	-0.99600941	-0.9893967	-0.99792362	-0.99682966	-0.2721186	0.72518563	0.57673721	-0.16510276	7.87E-01	0.58983598	0.45006432	-0.93504242	0.20332807	-0.32474075	-0.9918615	-0.99875288	-0.99915912	-0.787674	-0.96682426	-0.69317526	-0.67022545	0.67030484	-0.67012313	0.66984828	-0.038813065	-0.031135897	0.038848688	-0.018950769	-0.57966858	0.59665293	-0.6133297	0.62685423	0.91064228	-0.91482715	-0.95503448	0.082498475	0.008356947	2.34E-04	-0.99488847	-0.99140208	-0.99377178	-0.99483679	-9.90E-01	-0.9940901	-0.99508617	-0.99323419	-0.9900909	0.99366209	0.99301029	0.9887806	-0.99532551	-0.99995197	-0.99988039	-0.9998888	-0.992252
55	10	LAYING	55	0.27957476	-1.73E-02	-1.09E-01	-9.96E-01	-0.99581156	-0.99868915	-0.99639333	-0.99547449	-0.99900593	-0.94077317	-0.57593716	-0.82598577	0.85063612	0.6924894	0.84496832	-0.99867572	-0.99997561	-0.99998057	-0.9999862	-0.99600159	-0.99519155	-0.99670563	-0.60451257	-0.77437048	-0.69879275	0.19240756	-0.050628914	-0.031237388	0.40126057	0.42647844	-0.19576713	0.12138507	1.39E-01	0.69789096	-0.35709965	0.326161	-0.038759271	-3.88E-01	0.19671526	-0.42817909	-0.20956406	0.77109662	5.90E-01	-0.9959341	-0.99846505	-0.99877914	-0.9956783	-0.99845471	-0.9988421	-0.27787264	0.72357116	0.57673721	-0.16510276	7.86E-01	0.59186563	0.44727667	-0.93543728	0.2014531	-0.32437767	-0.9951606	-0.99832246	-0.99898631	-1	-1	-0.71435013	-0.48981882	0.50388785	-0.51781959	0.53173504	-0.22134889	0.19499584	-0.22045403	0.26721462	-0.14075988	0.19727246	-0.25382969	0.30804691	-0.97220071	-0.69565188	0.77502779	0.073995503	0.01378212	-7.37E-03	-0.99439037	-0.99317763	-0.99618103	-0.99405871	-9.92E-01	-0.9960705	-0.99508617	-0.99551349	-0.9930148	0.99366209	0.99301029	0.9917189	-0.996367	-0.99994605	-0.99991109	-0.9999363	-0.99284492
56	10	SITTING	56	0.27652699	-1.68E-02	-1.08E-01	-9.97E-01	-0.99725636	-0.99542164	-0.99716687	-0.99710766	-0.99573929	-0.94267266	-0.57593716	-0.81921913	0.84761806	0.69485529	0.84496832	-0.99874124	-0.99998122	-0.99998788	-0.9999321	-0.99696253	-0.99660343	-0.99429567	-0.71489166	-0.77437048	-0.63804963	0.28651825	-0.13515328	0.057308621	0.39275565	0.52148674	-0.23988456	0.16253419	9.54E-02	0.36139606	-0.10185384	0.01621455	0.015627006	-2.77E-01	-0.039538395	-0.27661157	-0.20874807	0.77103706	5.89E-01	-0.999464	-0.99862466	-0.9967349	-0.999529	-0.99865509	-0.99660648	-0.27787264	0.72351873	0.57656984	-0.16347696	7.86E-01	0.59097868	0.44683844	-0.93504006	0.20127172	-0.32597303	-0.999635	-0.99858592	-0.99632718	-1	-1	-0.96427228	-0.4321042	0.46109629	-0.49014427	0.51933487	-0.14152631	0.094176598	-0.10303751	0.13595528	-0.27101294	0.29555051	-0.31971766	0.34114142	-0.35166469	0.092731035	-0.74606153	0.077122435	0.011380407	3.48E-03	-0.99483938	-0.99351915	-0.99515973	-0.99499601	-9.93E-01	-0.9946978	-0.99414483	-0.99551349	-0.9908069	0.99631634	0.99675642	0.9917189	-0.99631902	-0.99995152	-0.99991666	-0.9999168	-0.99434857
57	10	STANDING	57	0.27812334	-1.71E-02	-1.08E-01	-9.95E-01	-0.99835905	-0.99201143	-0.99558636	-0.99807662	-0.9925905	-0.93897407	-0.57741562	-0.81386332	0.84761806	0.69248521	0.84642265	-0.99729159	-0.99996576	-0.99999322	-0.9998638	-0.9962496	-0.99720865	-0.99189609	-0.61639425	-0.79877241	-0.60767254	0.20448547	-0.031294075	-0.07167908	0.48905225	0.55147838	-0.15722226	0.23856123	1.94E-01	0.31901637	-0.069368791	0.074502822	-0.080812714	-5.69E-04	-0.1881217	-0.075398299	-0.20871697	0.77129107	5.89E-01	-0.9996283	-0.99920964	-0.99716251	-0.9996943	-0.99926437	-0.99711018	-0.27772943	0.72351892	0.57636895	-0.16308855	7.86E-01	0.59097868	0.44737625	-0.93502487	0.20204511	-0.32615618	-0.9997767	-0.99936215	-0.9968569	-1	-1	-1	-0.31455483	0.39091861	-0.46771931	0.54493536	0.3065737	-0.38729701	0.38275484	-0.34117922	-0.20679161	0.22613322	-0.2449629	0.26105499	0.27118998	0.37790452	-0.18006797	0.075608951	0.012335201	1.40E-03	-0.99236682	-0.99271816	-0.9916361	-0.99336891	-9.92E-01	-0.9909842	-0.99414483	-0.99227743	-0.9873928	0.98816477	0.99292008	0.9870507	-0.99414601	-0.99991894	-0.99990346	-0.9998418	-0.99503796
58	10	WALKING	58	0.27800654	-1.78E-02	-1.09E-01	-9.94E-01	-0.99487263	-0.99488582	-0.99493879	-0.99399421	-0.99545035	-0.93897407	-0.57703073	-0.81386332	0.84692177	0.69146754	0.84642265	-0.99663685	-0.99996095	-0.99997454	-0.9999215	-0.99554629	-0.99281604	-0.99510973	-0.61117435	-0.76878471	-0.66306631	0.14516996	0.004176386	-0.10841023	0.4951948	0.37102521	-0.17083576	0.33513284	-8.51E-02	0.59208126	-0.26441331	0.21030042	0.06689227	-3.35E-02	-0.2156226	-0.25132829	-0.20863346	0.77135108	5.90E-01	-0.9992131	-0.99941854	-0.9987835	-0.9992598	-0.99942256	-0.99874739	-0.27768159	0.72356338	0.57636895	-0.16325144	7.87E-01	0.59155497	0.44850184	-0.93498404	0.20222787	-0.32546335	-0.9993253	-0.99939533	-0.99859645	-1	-1	-1	-0.38075541	0.42820276	-0.4758431	0.52372005	0.18113906	-0.2619089	0.26680972	-0.23882878	-0.13900455	0.16335716	-0.18732551	0.20876443	0.29181903	-0.55511751	-0.72107926	0.075657984	0.005074837	-1.23E-03	-0.99194015	-0.99056545	-0.99262026	-0.99265154	-9.89E-01	-0.9919948	-0.9943283	-0.99227743	-0.9873928	0.98816477	0.99292008	0.9870507	-0.99334076	-0.99991271	-0.99986476	-0.999864	-0.99473934
59	10	WALKING_DOWNSTAIRS	59	0.2802064	-1.84E-02	-1.07E-01	-9.96E-01	-0.99406876	-0.99186131	-0.99729491	-0.99433838	-0.9934396	-0.93945264	-0.5742855	-0.80780551	0.84692177	0.68809863	0.84568916	-0.99710198	-0.99997774	-0.9999677	-0.9998597	-0.99793501	-0.99377888	-0.99341398	-0.62289996	-0.77748596	-0.58935173	0.18922975	-0.055480743	0.024945515	0.27196509	0.33113681	-0.18355581	0.30687382	-7.12E-02	0.47856405	-0.27090506	0.14805915	0.11602849	-1.88E-01	-0.13807081	-0.28327469	-0.20856027	0.7707487	5.90E-01	-0.9983419	-0.9963227	-0.99651469	-0.9984296	-0.99625293	-0.99659231	-0.27682849	0.72356338	0.57733759	-0.16325144	7.85E-01	0.59170357	0.44802796	-0.93494815	0.2003948	-0.32457967	-0.9985722	-0.99625493	-0.9964083	-1	-1	-0.71907717	-0.36691322	0.38887747	-0.41110633	0.4337013	-0.061545553	0.004389387	-0.008803287	0.040083347	-0.35004396	0.37947132	-0.40823424	0.43378255	-0.48241492	0.41433367	-0.98880092	0.073531787	0.010824142	-1.96E-03	-0.99469772	-0.99153221	-0.99342673	-0.99538051	-9.90E-01	-0.9930119	-0.9943283	-0.99492728	-0.9902091	0.99378267	0.99314126	0.9845794	-0.99503111	-0.99994981	-0.99988277	-0.9998815	-0.99728709
60	10	WALKING_UPSTAIRS	60	0.28182774	-1.86E-02	-1.05E-01	-9.96E-01	-0.99219394	-0.99020448	-0.99725464	-0.99292709	-0.99099603	-0.93844914	-0.57364597	-0.80780551	0.84559568	0.68809863	0.84568916	-0.995754	-0.999974	-0.99995447	-0.9998101	-0.99761679	-0.99355925	-0.98972369	-0.56784694	-0.78192551	-0.51933427	0.15016988	-0.024122557	-0.051364175	0.31201233	0.40011685	-0.17555234	0.2001659	1.42E-01	0.31648239	-0.14937095	0.10150701	-0.027560246	-3.31E-01	-0.067777188	-0.096512059	-0.20760682	0.76992271	5.90E-01	-0.9957312	-0.99797044	-0.99812413	-0.9955722	-0.99822398	-0.99806349	-0.27547292	0.72298922	0.57733759	-0.16324532	7.85E-01	0.59236945	0.44877625	-0.93448046	0.19788152	-0.32357803	-0.9953233	-0.99877935	-0.99785269	-1	-1	-0.706328	-0.4052093	0.4391405	-0.47366337	0.50886561	0.18428729	-0.27226019	0.28391531	-0.2617757	-0.37163997	0.389767	-0.40722922	0.42152481	-0.6471713	0.051824751	-0.64833642	0.073964485	0.014924539	-1.92E-03	-0.99435908	-0.9878187	-0.99296768	-0.99474972	-9.85E-01	-0.992454	-0.99494744	-0.99067529	-0.9902091	0.99378267	0.9930469	0.9845794	-0.99334766	-0.99994566	-0.9998089	-0.9998716	-0.99542968
61	11	LAYING	61	0.27672941	-1.72E-02	-1.06E-01	-9.95E-01	-0.99103132	-0.99318722	-0.99588986	-0.99062488	-0.99279474	-0.93345851	-0.57364597	-0.81833355	0.84559568	0.69064738	0.84568719	-0.99533849	-0.99996436	-0.99995028	-0.9998781	-0.9967996	-0.99112941	-0.98858621	-0.62435726	-0.67236287	-0.54992248	0.19220197	-0.012556749	-0.11773573	0.54815043	0.37596403	-0.12476879	0.15217165	1.51E-01	0.52820413	-0.26275049	0.16787134	-0.033997627	-3.66E-01	0.024140657	-0.20623014	-0.20636268	0.7692959	5.91E-01	-0.9981733	-0.997281	-0.99339642	-0.9981769	-0.99721976	-0.99319608	-0.27528116	0.72195521	0.57924446	-0.16163737	7.84E-01	0.59239306	0.45175234	-0.93386935	0.19597683	-0.32159574	-0.9981415	-0.99694975	-0.99274706	-1	-0.73081052	-0.7759587	-0.39302869	0.44573729	-0.49923111	0.55355975	0.28657269	-0.39519322	0.42245942	-0.41352851	-0.25336169	0.26446831	-0.27523388	0.28341775	-0.4744113	0.6293291	-0.97084966	0.078027424	0.008535975	-5.30E-03	-0.99220776	-0.98626707	-0.99270232	-0.99303286	-9.83E-01	-0.9906796	-0.98892227	-0.99067529	-0.9939441	0.99088461	0.9930469	0.9958647	-0.99130801	-0.99991663	-0.99977404	-0.9998658	-0.99257296
62	11	SITTING	62	0.27588359	-1.62E-02	-1.09E-01	-9.96E-01	-0.99554804	-0.9940008	-0.99615034	-0.99534413	-0.99387899	-0.93345851	-0.57459909	-0.81833355	0.84662161	0.69403351	0.84568719	-0.9971119	-0.99997054	-0.9999774	-0.9999046	-0.99625439	-0.99439627	-0.99333567	-0.64998448	-0.67668474	-0.61901536	0.2877501	-0.064772433	-0.063304191	0.58899182	0.29471364	-0.086543251	0.12866502	4.81E-02	0.52986936	-0.23979013	0.17708559	0.014426359	-2.72E-01	0.026906096	-0.26066414	-0.20649916	0.7691518	5.92E-01	-0.997689	-0.99731442	-0.9965967	-0.9975811	-0.99729412	-0.99654999	-0.27528116	0.72215517	0.57924446	-0.16166286	7.84E-01	0.59331901	0.45333607	-0.93393651	0.1955391	-0.31965605	-0.9973701	-0.99724162	-0.99630278	-1	-0.71473874	-1	-0.28753741	0.35036394	-0.41426665	0.47926937	0.032344474	-0.12098446	0.14377715	-0.1368231	-0.28142794	0.30481659	-0.32821612	0.34925033	-0.69568082	0.3107426	-0.89768763	0.079217587	0.013871292	2.10E-03	-0.99252096	-0.99257303	-0.99280008	-0.99239835	-9.91E-01	-0.9916914	-0.98892227	-0.99388064	-0.9939441	0.99088461	0.99442764	0.9939539	-0.99364693	-0.99992112	-0.99990098	-0.999868	-0.98890727
63	11	STANDING	63	0.27783021	-1.77E-02	-1.06E-01	-9.96E-01	-0.99596875	-0.9948886	-0.99637502	-0.99564634	-0.99397374	-0.93988139	-0.575722	-0.82243229	0.85024823	0.69403351	0.84748043	-0.99736734	-0.99997646	-0.99998092	-0.9999122	-0.99591133	-0.99606944	-0.99137476	-0.62797094	-0.78614445	-0.55337733	0.39256792	-0.18594077	0.21798428	0.36497568	0.25151056	-0.083041791	0.10385395	1.79E-01	0.47485137	-0.17129855	0.11985207	0.003722377	-2.07E-01	0.14876096	-0.2474798	-0.20702615	0.76962832	5.92E-01	-0.998868	-0.99778162	-0.99646996	-0.9988919	-0.99784323	-0.99652043	-0.27572579	0.7221935	0.57982023	-0.16166323	7.84E-01	0.5938509	0.45374794	-0.93419608	0.19698672	-0.3195421	-0.9988934	-0.99796982	-0.99652568	-1	-0.81601704	-1	-0.20367747	0.26572422	-0.32893297	0.39332288	-0.29244596	0.25473728	-0.26385359	0.29319597	-0.17189474	0.20094892	-0.23023164	0.25751525	-0.92878609	0.87369369	-0.72080911	0.074492793	0.015421882	4.92E-03	-0.99331535	-0.99446285	-0.99278437	-0.99260582	-9.93E-01	-0.9911691	-0.99566268	-0.99684376	-0.995835	0.98884521	0.99829693	0.9918649	-0.99420922	-0.99993215	-0.99993132	-0.9998676	-0.9882919
64	11	WALKING	64	0.27937115	-1.76E-02	-1.08E-01	-9.95E-01	-0.99581009	-0.99443045	-0.99551468	-0.99533814	-0.99371997	-0.93922131	-0.5765528	-0.8246384	0.84982864	0.69480408	0.84827034	-0.99676708	-0.99996802	-0.99998013	-0.9999134	-0.99560128	-0.99528108	-0.99165295	-0.57725785	-0.77437048	-0.6137056	0.37062661	-0.15387734	0.15693452	0.28592694	0.31603813	-0.15954431	0.22918356	1.08E-01	0.40634687	-0.11682159	0.13442842	-0.15099856	-2.74E-01	-0.048235241	-0.1772815	-0.20699211	0.76946735	5.93E-01	-0.999274	-0.99791058	-0.99503772	-0.9993249	-0.99781397	-0.99509395	-0.27609877	0.7221935	0.58018749	-0.16166323	7.85E-01	0.59385436	0.45531146	-0.93417939	0.19649751	-0.31786015	-0.9994701	-0.99766362	-0.99501293	-1	-0.71433603	-1	-0.21459646	0.25862799	-0.30242409	0.34600672	-0.17906128	0.13842604	-0.15188958	0.18833003	-0.023755959	0.034896525	-0.045917474	0.054975457	-0.70337247	0.81930064	-0.93693086	0.072594696	0.010275519	-2.64E-03	-0.99130441	-0.99392468	-0.99287189	-0.99136685	-9.92E-01	-0.9915107	-0.99072111	-0.99684376	-0.9930139	0.98884521	0.99801461	0.9918649	-0.99359804	-0.99990305	-0.99992309	-0.9998695	-0.99034898
